Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
800,2023,20230303,2153,47,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
801,2023,20230303,2153,47,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,2.0
802,2023,20230303,2153,47,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,13.0
803,2023,20230303,2153,47,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,3.0
804,2023,20230303,2153,47,304,,Empty Hook,20Hook,800.0,800.0,160.0,126.0
805,2023,20230303,2153,47,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
806,2023,20230304,2163,48,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
807,2023,20230304,2163,48,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,3.0
808,2023,20230304,2163,48,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,10.0
809,2023,20230304,2163,48,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,6.0
810,2023,20230304,2163,48,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,2.0
811,2023,20230304,2163,48,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,5.0
812,2023,20230304,2163,48,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
813,2023,20230304,2163,48,303,,Hook with Skin,20Hook,792.0,792.0,160.0,7.0
814,2023,20230304,2163,48,304,,Empty Hook,20Hook,792.0,792.0,160.0,104.0
815,2023,20230304,2163,48,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
816,2023,20230304,2163,48,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
817,2023,20230305,2162,49,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,784.0,784.0,160.0,1.0
818,2023,20230305,2162,49,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,17.0
819,2023,20230305,2162,49,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,1.0
820,2023,20230305,2162,49,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
821,2023,20230305,2162,49,303,,Hook with Skin,20Hook,784.0,784.0,160.0,19.0
822,2023,20230305,2162,49,304,,Empty Hook,20Hook,784.0,784.0,160.0,116.0
823,2023,20230306,2161,50,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,11.0
824,2023,20230306,2161,50,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,2.0
825,2023,20230306,2161,50,303,,Hook with Skin,20Hook,784.0,784.0,160.0,11.0
826,2023,20230306,2161,50,304,,Empty Hook,20Hook,784.0,784.0,160.0,127.0
827,2023,20230306,2161,50,305,,Hook with Bait,20Hook,784.0,784.0,160.0,1.0
828,2023,20230307,2172,51,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,19.0
829,2023,20230307,2172,51,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
830,2023,20230307,2172,51,304,,Empty Hook,20Hook,792.0,792.0,160.0,136.0
831,2023,20230308,2171,52,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,7.0
832,2023,20230308,2171,52,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
833,2023,20230308,2171,52,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,1.0
834,2023,20230308,2171,52,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,5.0
835,2023,20230308,2171,52,87,Sebastes maliger,Quillback Rockfish,20Hook,800.0,800.0,160.0,2.0
836,2023,20230308,2171,52,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,1.0
837,2023,20230308,2171,52,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,1.0
838,2023,20230308,2171,52,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
839,2023,20230308,2171,52,303,,Hook with Skin,20Hook,800.0,800.0,160.0,1.0
840,2023,20230308,2171,52,304,,Empty Hook,20Hook,800.0,800.0,160.0,109.0
841,2023,20230308,2171,52,305,,Hook with Bait,20Hook,800.0,800.0,160.0,2.0
842,2023,20230309,3009,53,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,7.0
843,2023,20230309,3009,53,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,3.0
844,2023,20230309,3009,53,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,5.0
845,2023,20230309,3009,53,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,3.0
846,2023,20230309,3009,53,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,2.0
847,2023,20230309,3009,53,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
848,2023,20230309,3009,53,295,,unident. algae,20Hook,800.0,800.0,160.0,3.0
849,2023,20230309,3009,53,303,,Hook with Skin,20Hook,800.0,800.0,160.0,1.0
850,2023,20230309,3009,53,304,,Empty Hook,20Hook,800.0,800.0,160.0,95.0
851,2023,20230309,3009,53,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
852,2023,20230310,3008,54,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,2.0
853,2023,20230310,3008,54,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,15.0
854,2023,20230310,3008,54,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,5.0
855,2023,20230310,3008,54,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
856,2023,20230310,3008,54,303,,Hook with Skin,20Hook,800.0,800.0,160.0,19.0
857,2023,20230310,3008,54,304,,Empty Hook,20Hook,800.0,800.0,160.0,115.0
858,2023,20230310,3008,54,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
859,2023,20230311,2170,55,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,3.0
860,2023,20230311,2170,55,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
861,2023,20230311,2170,55,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
862,2023,20230311,2170,55,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
863,2023,20230311,2170,55,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,8.0
864,2023,20230311,2170,55,303,,Hook with Skin,20Hook,792.0,792.0,160.0,3.0
865,2023,20230311,2170,55,304,,Empty Hook,20Hook,792.0,792.0,160.0,133.0
866,2023,20230311,2170,55,305,,Hook with Bait,20Hook,792.0,792.0,160.0,1.0
867,2023,20230312,2332,56,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
868,2023,20230312,2332,56,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,6.0
869,2023,20230312,2332,56,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
870,2023,20230312,2332,56,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
871,2023,20230312,2332,56,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
872,2023,20230312,2332,56,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
873,2023,20230312,2332,56,123,Sebastes nigrocinctus,Tiger Rockfish,20Hook,792.0,792.0,160.0,1.0
874,2023,20230312,2332,56,303,,Hook with Skin,20Hook,792.0,792.0,160.0,10.0
875,2023,20230312,2332,56,304,,Empty Hook,20Hook,792.0,792.0,160.0,109.0
876,2023,20230312,2332,56,305,,Hook with Bait,20Hook,792.0,792.0,160.0,10.0
877,2023,20230313,2327,57,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,5.0
878,2023,20230313,2327,57,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
879,2023,20230313,2327,57,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
880,2023,20230313,2327,57,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
881,2023,20230313,2327,57,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
882,2023,20230313,2327,57,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
883,2023,20230313,2327,57,295,,unident. algae,20Hook,792.0,792.0,160.0,1.0
884,2023,20230313,2327,57,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
885,2023,20230313,2327,57,304,,Empty Hook,20Hook,792.0,792.0,160.0,85.0
886,2023,20230313,2327,57,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
887,2023,20230314,2328,58,92,Ptilosarcus gurneyi,Sea Pen,20Hook,800.0,800.0,160.0,6.0
888,2023,20230314,2328,58,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,3.0
889,2023,20230314,2328,58,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
890,2023,20230314,2328,58,303,,Hook with Skin,20Hook,800.0,800.0,160.0,1.0
891,2023,20230314,2328,58,304,,Empty Hook,20Hook,800.0,800.0,160.0,136.0
892,2023,20230315,2329,59,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
893,2023,20230315,2329,59,93,,Sea Anemone,20Hook,792.0,792.0,160.0,1.0
894,2023,20230315,2329,59,303,,Hook with Skin,20Hook,792.0,792.0,160.0,6.0
895,2023,20230315,2329,59,304,,Empty Hook,20Hook,792.0,792.0,160.0,121.0
896,2023,20230315,2329,59,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
897,2023,20230315,2329,59,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
898,2023,20230316,2160,60,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
899,2023,20230316,2160,60,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
900,2023,20230316,2160,60,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
901,2023,20230316,2160,60,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
902,2023,20230316,2160,60,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,1.0
903,2023,20230316,2160,60,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
904,2023,20230316,2160,60,304,,Empty Hook,20Hook,792.0,792.0,160.0,130.0
905,2023,20230317,2159,61,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,2.0
906,2023,20230317,2159,61,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,5.0
907,2023,20230317,2159,61,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,3.0
908,2023,20230317,2159,61,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
909,2023,20230317,2159,61,295,,unident. algae,20Hook,792.0,792.0,160.0,3.0
910,2023,20230317,2159,61,303,,Hook with Skin,20Hook,792.0,792.0,160.0,9.0
911,2023,20230317,2159,61,304,,Empty Hook,20Hook,792.0,792.0,160.0,117.0
912,2023,20230318,2277,16,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,2.0
913,2023,20230318,2277,16,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,5.0
914,2023,20230318,2277,16,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,1.0
915,2023,20230318,2277,16,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,4.0
916,2023,20230318,2277,16,81,(includes brittle and basketstars),unident. Starfish,20Hook,800.0,800.0,160.0,1.0
917,2023,20230318,2277,16,87,Sebastes maliger,Quillback Rockfish,20Hook,800.0,800.0,160.0,8.0
918,2023,20230318,2277,16,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,9.0
919,2023,20230318,2277,16,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
920,2023,20230318,2277,16,158,Scorpaenichthys marmoratus,Cabezon,20Hook,800.0,800.0,160.0,1.0
921,2023,20230318,2277,16,303,,Hook with Skin,20Hook,800.0,800.0,160.0,30.0
922,2023,20230318,2277,16,304,,Empty Hook,20Hook,800.0,800.0,160.0,61.0
923,2023,20230318,2277,16,305,,Hook with Bait,20Hook,800.0,800.0,160.0,30.0
924,2023,20230319,2114,17,26,Gadus macrocephalus,Pacific Cod,20Hook,784.0,784.0,160.0,3.0
925,2023,20230319,2114,17,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,4.0
926,2023,20230319,2114,17,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,784.0,784.0,160.0,3.0
927,2023,20230319,2114,17,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,2.0
928,2023,20230319,2114,17,303,,Hook with Skin,20Hook,784.0,784.0,160.0,12.0
929,2023,20230319,2114,17,304,,Empty Hook,20Hook,784.0,784.0,160.0,116.0
930,2023,20230319,2114,17,305,,Hook with Bait,20Hook,784.0,784.0,160.0,1.0
931,2023,20230319,2114,17,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,1.0
932,2023,20230320,2120,18,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,13.0
933,2023,20230320,2120,18,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,2.0
934,2023,20230320,2120,18,303,,Hook with Skin,20Hook,776.0,776.0,160.0,4.0
935,2023,20230320,2120,18,304,,Empty Hook,20Hook,776.0,776.0,160.0,119.0
936,2023,20230320,2120,18,305,,Hook with Bait,20Hook,776.0,776.0,160.0,1.0
937,2023,20230320,2120,18,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,3.0
938,2023,20230321,2117,19,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,1.0
939,2023,20230321,2117,19,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,5.0
940,2023,20230321,2117,19,90,Sebastes babcocki,Redbanded Rockfish,20Hook,776.0,776.0,160.0,12.0
941,2023,20230321,2117,19,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,5.0
942,2023,20230321,2117,19,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,776.0,776.0,160.0,2.0
943,2023,20230321,2117,19,303,,Hook with Skin,20Hook,776.0,776.0,160.0,25.0
944,2023,20230321,2117,19,304,,Empty Hook,20Hook,776.0,776.0,160.0,94.0
945,2023,20230321,2117,19,305,,Hook with Bait,20Hook,776.0,776.0,160.0,6.0
946,2023,20230321,2117,19,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,4.0
947,2023,20230322,2111,20,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,1.0
948,2023,20230322,2111,20,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,8.0
949,2023,20230322,2111,20,90,Sebastes babcocki,Redbanded Rockfish,20Hook,776.0,776.0,160.0,1.0
950,2023,20230322,2111,20,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,6.0
951,2023,20230322,2111,20,303,,Hook with Skin,20Hook,776.0,776.0,160.0,27.0
952,2023,20230322,2111,20,304,,Empty Hook,20Hook,776.0,776.0,160.0,98.0
953,2023,20230322,2111,20,305,,Hook with Bait,20Hook,776.0,776.0,160.0,12.0
954,2023,20230322,2111,20,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,3.0
955,2023,20230323,2112,21,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,22.0
956,2023,20230323,2112,21,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,160.0,1.0
957,2023,20230323,2112,21,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,1.0
958,2023,20230323,2112,21,125,Somniosus pacificus,Sleeper Shark,20Hook,784.0,784.0,160.0,1.0
959,2023,20230323,2112,21,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,5.0
960,2023,20230323,2112,21,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,784.0,784.0,160.0,2.0
961,2023,20230323,2112,21,303,,Hook with Skin,20Hook,784.0,784.0,160.0,29.0
962,2023,20230323,2112,21,304,,Empty Hook,20Hook,784.0,784.0,160.0,98.0
963,2023,20230323,2112,21,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,1.0
964,2023,20230324,2100,22,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
965,2023,20230324,2100,22,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,3.0
966,2023,20230324,2100,22,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,2.0
967,2023,20230324,2100,22,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,6.0
968,2023,20230324,2100,22,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,1.0
969,2023,20230324,2100,22,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,4.0
970,2023,20230324,2100,22,303,,Hook with Skin,20Hook,792.0,792.0,160.0,26.0
971,2023,20230324,2100,22,304,,Empty Hook,20Hook,792.0,792.0,160.0,54.0
972,2023,20230324,2100,22,305,,Hook with Bait,20Hook,792.0,792.0,160.0,44.0
973,2023,20230325,2276,23,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,140.0,3.0
974,2023,20230325,2276,23,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,140.0,1.0
975,2023,20230325,2276,23,56,Hydrolagus colliei,Spotted Ratfish,20Hook,792.0,792.0,140.0,1.0
976,2023,20230325,2276,23,57,Sebastes pinniger,Canary Rockfish,20Hook,792.0,792.0,140.0,1.0
977,2023,20230325,2276,23,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,140.0,6.0
978,2023,20230325,2276,23,303,,Hook with Skin,20Hook,792.0,792.0,140.0,25.0
979,2023,20230325,2276,23,304,,Empty Hook,20Hook,792.0,792.0,140.0,57.0
980,2023,20230325,2276,23,305,,Hook with Bait,20Hook,792.0,792.0,140.0,31.0
981,2023,20230325,2276,23,307,,Bent/Broken/Missing,20Hook,792.0,792.0,140.0,4.0
982,2023,20230326,2267,24,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,776.0,776.0,160.0,2.0
983,2023,20230326,2267,24,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,3.0
984,2023,20230326,2267,24,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,1.0
985,2023,20230326,2267,24,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,11.0
986,2023,20230326,2267,24,303,,Hook with Skin,20Hook,776.0,776.0,160.0,30.0
987,2023,20230326,2267,24,304,,Empty Hook,20Hook,776.0,776.0,160.0,38.0
988,2023,20230326,2267,24,305,,Hook with Bait,20Hook,776.0,776.0,160.0,67.0
989,2023,20230326,2267,24,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,1.0
990,2023,20230327,2270,25,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,2.0
991,2023,20230327,2270,25,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,3.0
992,2023,20230327,2270,25,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,3.0
993,2023,20230327,2270,25,303,,Hook with Skin,20Hook,784.0,784.0,160.0,32.0
994,2023,20230327,2270,25,304,,Empty Hook,20Hook,784.0,784.0,160.0,60.0
995,2023,20230327,2270,25,305,,Hook with Bait,20Hook,784.0,784.0,160.0,54.0
996,2023,20230327,2270,25,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,3.0
997,2023,20230328,2272,26,119,Sebastes borealis,Shortraker Rockfish,20Hook,792.0,792.0,160.0,1.0
998,2023,20230328,2272,26,303,,Hook with Skin,20Hook,792.0,792.0,160.0,66.0
999,2023,20230328,2272,26,304,,Empty Hook,20Hook,792.0,792.0,160.0,5.0
"1,000",2023,20230328,2272,26,305,,Hook with Bait,20Hook,792.0,792.0,160.0,86.0
"1,001",2023,20230328,2272,26,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,002",2023,20230329,2275,27,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
"1,003",2023,20230329,2275,27,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,7.0
"1,004",2023,20230329,2275,27,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,005",2023,20230329,2275,27,119,Sebastes borealis,Shortraker Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,006",2023,20230329,2275,27,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,007",2023,20230329,2275,27,303,,Hook with Skin,20Hook,792.0,792.0,160.0,27.0
"1,008",2023,20230329,2275,27,304,,Empty Hook,20Hook,792.0,792.0,160.0,14.0
"1,009",2023,20230329,2275,27,305,,Hook with Bait,20Hook,792.0,792.0,160.0,100.0
"1,010",2023,20230329,2275,27,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
"1,011",2023,20230330,2268,28,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,768.0,768.0,160.0,2.0
"1,012",2023,20230330,2268,28,303,,Hook with Skin,20Hook,768.0,768.0,160.0,11.0
"1,013",2023,20230330,2268,28,304,,Empty Hook,20Hook,768.0,768.0,160.0,18.0
"1,014",2023,20230330,2268,28,305,,Hook with Bait,20Hook,768.0,768.0,160.0,124.0
"1,015",2023,20230331,2065,29,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,3.0
"1,016",2023,20230331,2065,29,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,776.0,776.0,160.0,2.0
"1,017",2023,20230331,2065,29,303,,Hook with Skin,20Hook,776.0,776.0,160.0,48.0
"1,018",2023,20230331,2065,29,304,,Empty Hook,20Hook,776.0,776.0,160.0,49.0
"1,019",2023,20230331,2065,29,305,,Hook with Bait,20Hook,776.0,776.0,160.0,49.0
"1,020",2023,20230332,2059,30,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,776.0,776.0,160.0,4.0
"1,021",2023,20230332,2059,30,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,1.0
"1,022",2023,20230332,2059,30,303,,Hook with Skin,20Hook,776.0,776.0,160.0,42.0
"1,023",2023,20230332,2059,30,304,,Empty Hook,20Hook,776.0,776.0,160.0,34.0
"1,024",2023,20230332,2059,30,305,,Hook with Bait,20Hook,776.0,776.0,160.0,42.0
"1,025",2023,20230332,2059,30,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,5.0
"1,026",2023,20230333,2052,31,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,776.0,776.0,160.0,17.0
"1,027",2023,20230333,2052,31,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,1.0
"1,028",2023,20230333,2052,31,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,4.0
"1,029",2023,20230333,2052,31,127,Sebastes paucispinis,Bocaccio,20Hook,776.0,776.0,160.0,1.0
"1,030",2023,20230333,2052,31,303,,Hook with Skin,20Hook,776.0,776.0,160.0,50.0
"1,031",2023,20230333,2052,31,304,,Empty Hook,20Hook,776.0,776.0,160.0,61.0
"1,032",2023,20230333,2052,31,305,,Hook with Bait,20Hook,776.0,776.0,160.0,21.0
"1,033",2023,20230333,2052,31,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,3.0
"1,034",2023,20230334,2051,32,26,Gadus macrocephalus,Pacific Cod,20Hook,784.0,784.0,160.0,1.0
"1,035",2023,20230334,2051,32,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,6.0
"1,036",2023,20230334,2051,32,303,,Hook with Skin,20Hook,784.0,784.0,160.0,38.0
"1,037",2023,20230334,2051,32,304,,Empty Hook,20Hook,784.0,784.0,160.0,38.0
"1,038",2023,20230334,2051,32,305,,Hook with Bait,20Hook,784.0,784.0,160.0,67.0
"1,039",2023,20230334,2051,32,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,2.0
"1,040",2023,20230335,2055,33,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,25.0
"1,041",2023,20230335,2055,33,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,042",2023,20230335,2055,33,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,4.0
"1,043",2023,20230335,2055,33,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,7.0
"1,044",2023,20230335,2055,33,303,,Hook with Skin,20Hook,792.0,792.0,160.0,40.0
"1,045",2023,20230335,2055,33,304,,Empty Hook,20Hook,792.0,792.0,160.0,64.0
"1,046",2023,20230335,2055,33,305,,Hook with Bait,20Hook,792.0,792.0,160.0,13.0
"1,047",2023,20230335,2055,33,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,5.0
"1,048",2023,20230336,2054,34,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,049",2023,20230336,2054,34,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
"1,050",2023,20230336,2054,34,211,Gorgonocephalus eucnemis,Basketstar,20Hook,792.0,792.0,160.0,1.0
"1,051",2023,20230336,2054,34,303,,Hook with Skin,20Hook,792.0,792.0,160.0,49.0
"1,052",2023,20230336,2054,34,304,,Empty Hook,20Hook,792.0,792.0,160.0,55.0
"1,053",2023,20230336,2054,34,305,,Hook with Bait,20Hook,792.0,792.0,160.0,30.0
"1,054",2023,20230336,2054,34,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
"1,055",2023,20230337,2061,35,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,2.0
